50000432.000	1.852
50100836.000	1.852
50200245.000	1.852
50300657.000	1.848
50401059.000	1.854
50500485.000	1.853
50600880.000	1.853
50700286.000	1.852
50800702.000	1.858
50901104.000	1.855
51000490.000	1.844
51100868.000	1.849
51200248.000	1.855
51300633.000	1.856
51401019.000	1.853
51500407.000	1.854
51600792.000	1.847
51701191.000	1.852
51800590.000	1.849
51901011.000	1.847
52000404.000	1.849
52100798.000	1.852
52201181.000	1.851
52300560.000	1.857
52400941.000	1.846
52500313.000	1.853
52600706.000	1.850
52701096.000	1.849
52800525.000	1.854
52901104.000	1.844
53000519.000	1.850
53100990.000	1.852
53200382.000	1.866
53300757.000	1.981
53401133.000	2.083
53500505.000	2.186
53600896.000	2.307
53700283.000	2.425
53800661.000	2.535
53901060.000	2.650
54000455.000	2.771
54100839.000	2.879
54200234.000	2.992
54300633.000	3.101
54401037.000	3.206
54500418.000	3.312
54600784.000	3.434
54701188.000	3.538
54800573.000	3.642
54900954.000	3.756
55000350.000	3.862
55100737.000	3.973
55201115.000	4.080
55300495.000	4.183
55400887.000	4.282
55500283.000	4.385
55600664.000	4.479
55701050.000	4.578
55800432.000	4.672
55900829.000	4.761
56000340.000	4.853
56100727.000	4.940
56201114.000	5.024
56300507.000	5.101
56400893.000	5.184
56500285.000	5.257
56600679.000	5.322
56701076.000	5.388
56800465.000	5.457
56900841.000	5.509
57000220.000	5.578
57100597.000	5.683
57200985.000	5.702
57300408.000	5.706
57400800.000	5.705
57501200.000	5.698
57600584.000	5.699
57700958.000	5.702
57800339.000	5.702
57900729.000	5.701
58001117.000	5.697
58100510.000	5.699
58200901.000	5.702
58300272.000	5.700
58400739.000	5.701
58501035.000	5.700
58600422.000	5.695
58700808.000	5.697
58801195.000	5.700
58900577.000	5.698
59000957.000	5.698
59100344.000	5.700
59200745.000	5.696
59301138.000	5.701
59400522.000	5.698
59500914.000	5.700
59600302.000	5.701
59700693.000	5.695
59801082.000	5.694
59900463.000	5.698
60000862.000	5.696
60100258.000	5.700
60200650.000	5.701
60301074.000	5.695
60400458.000	5.695
60500851.000	5.701
60600235.000	5.699
60700628.000	5.694
60801015.000	5.698
60900391.000	5.701
61000782.000	5.697
61101166.000	5.695
61200547.000	5.696
61300939.000	5.697
61400321.000	5.696
61500698.000	5.702
61601077.000	5.705
61700447.000	5.702
61800832.000	5.699
61900222.000	5.698
62000606.000	5.695
62100997.000	5.697
62200399.000	5.698
62300801.000	5.698
62400316.000	5.696
62601086.000	5.697
62700485.000	5.705
62800872.000	5.703
62900250.000	5.701
63000647.000	5.704
63101029.000	5.698
63200408.000	5.701
63300790.000	5.704
63401175.000	5.698
63500560.000	5.703
63600970.000	5.705
63700407.000	5.697
63800801.000	5.698
63901198.000	5.704
64000589.000	5.697
64100970.000	5.705
64200348.000	5.706
64300735.000	5.704
64401133.000	5.704
64500522.000	5.703
64600911.000	5.699
64700296.000	5.700
64800680.000	5.708
64901078.000	5.705
65000473.000	5.700
65100861.000	5.702
65200236.000	5.706
65300622.000	5.705
65401012.000	5.705
65500397.000	5.700
65600774.000	5.706
65701154.000	5.708
65800529.000	5.701
65900927.000	5.708
66000318.000	5.700
66100711.000	5.710
66201101.000	5.700
66300554.000	5.707
66400938.000	5.709
66500377.000	5.708
66601062.000	5.702
66700483.000	5.706
66800894.000	5.703
66900283.000	5.702
67000683.000	5.709
67101075.000	5.705
67200460.000	5.707
67300857.000	5.705
67400257.000	5.707
67500642.000	5.711
67601024.000	5.701
67700411.000	5.707
67800786.000	5.702
67901190.000	5.703
68000592.000	5.711
68100986.000	5.707
68200379.000	5.708
68300765.000	5.703
68401149.000	5.703
68500556.000	5.710
68600941.000	5.712
68700321.000	5.706
68800706.000	5.704
68901099.000	5.704
69000474.000	5.713
69100868.000	5.710
69200254.000	5.707
69300634.000	5.709
69401031.000	5.709
69500431.000	5.707
69600826.000	5.705
69701204.000	5.703
69800650.000	5.710
69901043.000	5.707
70000453.000	5.705
70100894.000	5.710
70200408.000	5.712
70300771.000	5.709
70401161.000	5.710
70500538.000	5.707
70600921.000	5.708
70700311.000	5.716
70800699.000	5.712
70901075.000	5.709
71000472.000	5.710
71100856.000	5.711
71200243.000	5.705
71300640.000	5.705
71401048.000	5.712
71500512.000	5.712
71600906.000	5.711
71700289.000	5.712
71800720.000	5.711
71901107.000	5.712
72000503.000	5.712
72100902.000	5.714
72200311.000	5.713
72300702.000	5.712
72401084.000	5.709
72500464.000	5.712
72600846.000	5.711
72700229.000	5.715
72800621.000	5.707
72901019.000	5.714
73000403.000	5.714
73100822.000	5.717
73201208.000	5.711
73300595.000	5.715
73400994.000	5.716
73500378.000	5.715
73600757.000	5.710
73701143.000	5.718
73800528.000	5.713
73900932.000	5.712
74000323.000	5.709
74100722.000	5.717
74201128.000	5.714
74300521.000	5.714
74400899.000	5.717
74500300.000	5.710
74600693.000	5.709
74701071.000	5.718
74800446.000	5.712
74900838.000	5.713
75000224.000	5.713
75100615.000	5.713
75201017.000	5.715
75300422.000	5.706
75400812.000	5.715
75501206.000	5.710
75600593.000	5.720
75700972.000	5.719
75800343.000	5.711
75900749.000	5.715
76001136.000	5.710
76100540.000	5.714
76200929.000	5.717
76300310.000	5.713
76400696.000	5.715
76501081.000	5.720
76600473.000	5.715
76700860.000	5.719
76800252.000	5.711
76900640.000	5.719
77001036.000	5.716
77100440.000	5.716
77200815.000	5.719
77301196.000	5.716
77400587.000	5.712
77500979.000	5.714
77600367.000	5.713
77700758.000	5.718
77801150.000	5.712
77900557.000	5.715
78001131.000	5.717
78100544.000	5.718
78200931.000	5.714
78300325.000	5.717
78400729.000	5.720
78501117.000	5.717
78600508.000	5.714
78700890.000	5.713
78800270.000	5.713
78900643.000	5.713
79001033.000	5.712
79100419.000	5.713
79200798.000	5.719
79301173.000	5.714
79400568.000	5.711
79500968.000	5.716
79600397.000	5.719
79700772.000	5.720
79801146.000	5.719
79900524.000	5.713
80000909.000	5.720
80100307.000	5.719
80200711.000	5.721
80301157.000	5.719
80400541.000	5.719
80500918.000	5.715
80600294.000	5.713
80700674.000	5.716
80801068.000	5.716
80900486.000	5.715
81000888.000	5.720
81100298.000	5.719
81200711.000	5.720
81301100.000	5.713
81400479.000	5.718
81500856.000	5.713
81600247.000	5.717
81700637.000	5.723
81801032.000	5.715
81900423.000	5.716
82000810.000	5.715
82101212.000	5.715
82200691.000	5.718
82301222.000	5.721
82400642.000	5.717
82501041.000	5.719
82600440.000	5.717
82700839.000	5.713
82800223.000	5.719
82900708.000	5.713
83000274.000	5.719
83100656.000	5.717
83201040.000	5.718
83300437.000	5.715
83400822.000	5.721
83501206.000	5.715
83600600.000	5.719
83700999.000	5.721
83800507.000	5.722
83900910.000	5.720
84000334.000	5.717
84100748.000	5.723
84201146.000	5.721
84300541.000	5.717
84400991.000	5.725
84500383.000	5.720
84600767.000	5.724
84701153.000	5.721
84800548.000	5.718
84900942.000	5.717
85000332.000	5.726
85100705.000	5.722
85201090.000	5.720
85300491.000	5.719
85400880.000	5.722
85500255.000	5.724
85600656.000	5.716
85701063.000	5.723
85800438.000	5.722
85900830.000	5.716
86001220.000	5.723
86100602.000	5.717
86200993.000	5.723
86300393.000	5.720
86400776.000	5.719
86501163.000	5.721
86600554.000	5.719
86700936.000	5.718
86800315.000	5.724
86900691.000	5.722
87001079.000	5.716
87100463.000	5.717
87200846.000	5.719
87300247.000	5.726
87400635.000	5.724
87501015.000	5.727
87600393.000	5.723
87700779.000	5.723
87801158.000	5.724
87900533.000	5.717
88000930.000	5.718
88100335.000	5.719
88200721.000	5.723
88301114.000	5.718
88400497.000	5.718
88500881.000	5.720
88600276.000	5.720
88700679.000	5.727
88801067.000	5.725
88900440.000	5.722
89000821.000	5.716
