391900830.000	4.028
392001212.000	4.028
392100609.000	4.025
392201008.000	4.028
392300394.000	4.028
392400782.000	4.023
392501167.000	4.023
392600550.000	4.025
392700979.000	4.025
392800386.000	4.026
392900785.000	4.030
393001171.000	4.033
393100559.000	4.028
393201004.000	4.027
393300391.000	4.023
393400788.000	4.029
393501159.000	4.024
393600543.000	4.026
393700934.000	4.027
393800333.000	4.023
393900722.000	4.035
394000334.000	4.030
394100927.000	4.026
394200461.000	4.031
394300853.000	4.030
394400241.000	4.025
394500628.000	4.036
394601008.000	4.036
394700428.000	4.031
394800831.000	4.025
394901222.000	4.020
395000611.000	4.023
395101004.000	4.030
395200410.000	4.029
395300802.000	4.025
395401187.000	4.030
395500583.000	4.029
395600993.000	4.026
395700404.000	4.025
395800813.000	4.025
395900342.000	4.028
396000734.000	4.024
396101123.000	4.035
396200520.000	4.029
396300926.000	4.028
396400316.000	4.027
396500697.000	4.027
396601089.000	4.031
396700494.000	4.029
396800900.000	4.028
396900301.000	4.036
397000701.000	4.025
397101101.000	4.029
397200490.000	4.031
397300874.000	4.035
397400280.000	4.025
397500688.000	4.023
397601070.000	4.027
397700458.000	4.026
397800839.000	4.032
397900223.000	4.028
398000606.000	4.033
398100990.000	4.039
398200378.000	4.037
398300767.000	4.032
398401164.000	4.029
398500552.000	4.032
398600939.000	4.032
398700326.000	4.024
398800727.000	4.036
398901116.000	4.033
399000489.000	4.038
399100897.000	4.026
399200301.000	4.026
399300707.000	4.034
399401105.000	4.024
399500511.000	4.031
399600910.000	4.024
399700293.000	4.033
399800689.000	4.031
399901091.000	4.032
400000497.000	4.035
400100893.000	4.039
400200288.000	4.024
400300683.000	4.025
400401091.000	4.031
400500495.000	4.031
400600888.000	4.029
400700276.000	4.030
400800677.000	4.023
400901071.000	4.029
401000451.000	4.028
401100833.000	4.034
401201215.000	4.034
401300598.000	4.035
401400982.000	4.024
401500398.000	4.032
401600832.000	4.030
401700261.000	4.035
401800655.000	4.032
401901033.000	4.030
402000418.000	4.028
402100817.000	4.036
402201223.000	4.031
402300618.000	4.030
402500395.000	4.029
402600791.000	4.033
402701206.000	4.030
402800613.000	4.034
402901006.000	4.028
403000397.000	4.028
403100760.000	4.031
403201198.000	4.033
403300581.000	4.030
403300581.000	4.030
403500372.000	4.031
403500372.000	4.031
403701173.000	4.024
403800565.000	4.031
403900948.000	4.034
404000338.000	4.039
404100729.000	4.036
404201126.000	4.037
404300525.000	4.033
404400948.000	4.028
404500338.000	4.032
404600715.000	4.036
404701100.000	4.030
404800482.000	4.028
404900867.000	4.030
405000273.000	4.028
405100668.000	4.030
405201063.000	4.032
405300450.000	4.028
405400848.000	4.027
405500234.000	4.030
405600619.000	4.024
405701019.000	4.033
405800426.000	4.030
405900817.000	4.028
406001197.000	4.031
406100616.000	4.032
406200997.000	4.031
406300395.000	4.035
406400791.000	4.038
406501194.000	4.029
406600596.000	4.034
406700993.000	4.035
406800389.000	4.034
406900783.000	4.024
407001174.000	4.032
407100587.000	4.030
407201009.000	4.033
407300402.000	4.028
407400850.000	4.037
407500285.000	4.027
407600668.000	4.032
407701061.000	4.033
407800454.000	4.030
407900861.000	4.030
408000263.000	4.028
408100657.000	4.034
408201056.000	4.033
408300452.000	4.036
408400834.000	4.025
408500222.000	4.036
408600614.000	4.026
408701009.000	4.028
408800411.000	4.031
408900839.000	4.032
409000250.000	4.029
409100652.000	4.035
409201036.000	4.034
409300428.000	4.033
409400822.000	4.030
409501208.000	4.028
409600590.000	4.026
409700992.000	4.025
409800394.000	4.035
409900789.000	4.032
410001177.000	4.032
410100567.000	4.032
410200979.000	4.033
410300567.000	4.034
410400858.000	4.031
410500251.000	4.032
410600648.000	4.031
410701039.000	4.031
410800427.000	4.031
