581900316.000	5.510
582000704.000	5.516
582101127.000	5.526
582200567.000	5.526
582300951.000	5.526
582400344.000	5.526
582500731.000	5.526
582601120.000	5.521
582700499.000	5.521
582800877.000	5.521
582900257.000	5.526
583000638.000	5.531
583101024.000	5.521
583200404.000	5.521
583300786.000	5.516
583401171.000	5.510
583500562.000	5.516
583600958.000	5.526
583700349.000	5.521
583800739.000	5.521
583901133.000	5.521
584000553.000	5.521
584100956.000	5.521
584200357.000	5.526
584300740.000	5.521
584401117.000	5.526
584500504.000	5.526
584600893.000	5.531
584700272.000	5.521
584800646.000	5.521
584901045.000	5.531
585000437.000	5.526
585100841.000	5.526
585200253.000	5.531
585300638.000	5.516
585401019.000	5.526
585500415.000	5.526
585600802.000	5.526
585701191.000	5.526
585800585.000	5.516
585900990.000	5.516
586000388.000	5.521
586100775.000	5.526
586201163.000	5.531
586300563.000	5.521
586400957.000	5.521
586500338.000	5.521
586600715.000	5.526
586700238.000	5.521
586800612.000	5.531
586901022.000	5.510
587000439.000	5.526
587100869.000	5.516
587200339.000	5.526
587300735.000	5.531
587401136.000	5.521
587500519.000	5.521
587600913.000	5.526
587700302.000	5.516
587800695.000	5.526
587901093.000	5.526
588000495.000	5.510
588100880.000	5.526
588200260.000	5.516
588300657.000	5.516
588401056.000	5.516
588500453.000	5.526
588600847.000	5.521
588700247.000	5.521
588800721.000	5.516
588901113.000	5.526
589000508.000	5.516
589100914.000	5.516
589200297.000	5.521
589300680.000	5.526
589401060.000	5.521
589500437.000	5.516
589600829.000	5.516
589701219.000	5.521
589800615.000	5.516
589901008.000	5.521
590000395.000	5.526
590100806.000	5.526
590201203.000	5.510
590300586.000	5.526
590400969.000	5.510
590500347.000	5.526
590600726.000	5.526
590701111.000	5.516
590800497.000	5.516
590900884.000	5.516
591000285.000	5.521
591100733.000	5.516
591201225.000	5.516
591300617.000	5.516
591400998.000	5.516
591500377.000	5.526
591600755.000	5.505
591701135.000	5.526
591800520.000	5.516
591900903.000	5.505
592000297.000	5.510
592100691.000	5.510
592201085.000	5.526
592300525.000	5.516
592401120.000	5.516
592500557.000	5.505
592600957.000	5.510
592700359.000	5.516
592800763.000	5.516
592901149.000	5.521
593000522.000	5.510
593100944.000	5.516
593200488.000	5.521
593300871.000	5.521
593400259.000	5.516
593500648.000	5.516
593601040.000	5.516
593700434.000	5.521
593800847.000	5.516
593900249.000	5.516
594000649.000	5.521
594101054.000	5.510
594200467.000	5.510
594300860.000	5.516
594400236.000	5.521
594500611.000	5.505
594600990.000	5.510
594700367.000	5.521
594800757.000	5.516
594901145.000	5.516
595000525.000	5.521
595100951.000	5.510
595200537.000	5.516
595300916.000	5.516
595400323.000	5.521
595500696.000	5.510
595601131.000	5.505
595700504.000	5.516
595800886.000	5.516
595900264.000	5.516
596000640.000	5.510
596101032.000	5.521
596200410.000	5.505
596300796.000	5.510
596401195.000	5.516
596500591.000	5.516
